date,prec,prec_var,flow_obs,flow_sim,pet,tmin,tmean,tmax,srad,vprp
1981-06-25,0.122,0.015,0.68,1.181,3.256,10.173,14.772,19.371,15.159,12.608
1981-06-26,0.185,0.024,0.646,0.955,3.402,10.163,14.372,18.58,14.225,12.494
1981-06-27,0.197,0.066,0.631,0.756,3.339,8.86,13.986,19.113,14.544,12.398
1981-06-28,0.333,0.209,0.598,0.632,3.517,8.942,14.294,19.647,14.882,12.46
1981-06-29,0.008,0,0.575,0.554,3.542,8.758,14.194,19.63,15.24,12.752
1981-06-30,0.005,0,0.56,0.505,3.616,7.495,14.031,20.566,17.102,12.629
1981-07-01,0.008,0,0.514,0.411,3.44,7.357,13.508,19.66,16.146,12.343
1981-07-02,0.744,0.37,0.496,0.379,3.201,7.591,13.445,19.299,15.295,12.232
1981-07-03,1.916,3.778,0.513,0.373,2.56,10.228,14.069,17.91,11.541,12.698
1981-07-04,7.724,12.535,0.596,0.432,2.82,9.98,14.559,19.139,13.991,12.429
1981-07-05,1.676,2.288,0.874,0.595,3.253,10.23,14.374,18.518,14.601,12.579
1981-07-06,0.288,0.09,0.64,0.772,3.481,9.062,14.238,19.415,15.149,12.115
1981-07-07,0.249,0.018,0.528,0.809,3.501,8.674,14.071,19.468,15.434,11.888
1981-07-08,0.03,0,0.491,0.759,3.661,9.397,14.832,20.268,17.342,11.485
1981-07-09,0.046,0.001,0.46,0.678,3.64,8.554,14.492,20.43,16.284,11.393
1981-07-10,0.279,0.208,0.455,0.572,3.419,9.06,14.03,19,15.857,11.306
1981-07-11,0.069,0.001,0.447,0.498,2.911,8.18,13.914,19.647,15.939,11.391
1981-07-12,0.066,0.001,0.447,0.452,3.159,9.756,14.623,19.491,16.181,12.173
1981-07-13,0.004,0,0.442,0.415,3.216,9.364,14.276,19.188,15.721,11.656
1981-07-14,0.005,0,0.429,0.377,3.387,8.775,13.913,19.051,15.995,11.57
1981-07-15,0.001,0,0.415,0.35,3.429,7.462,13.248,19.034,17.537,11.04
1981-07-16,0.057,0.001,0.4,0.325,3.306,7.464,13.499,19.534,16.426,10.986
1981-07-17,0.016,0,0.397,0.305,3.321,7.858,13.496,19.134,16.438,11.563
1981-07-18,0.147,0.008,0.392,0.295,2.803,9.757,14.005,18.253,13.041,12.344
1981-07-19,0.391,0.117,0.39,0.287,2.738,10.646,14.438,18.231,13.416,12.258
1981-07-20,1.039,0.944,0.394,0.293,3.042,10.503,14.234,17.965,13.163,11.777
1981-07-21,0.754,0.492,0.392,0.32,3.418,8.921,14.122,19.323,14.473,10.92
1981-07-22,0.007,0,0.385,0.351,3.785,6.994,13.578,20.161,17.637,10.335
1981-07-23,0.405,0.137,0.378,0.369,3.592,9.176,14.319,19.462,15.663,11.02
1981-07-24,0.138,0.021,0.352,0.368,3.35,9.458,14.162,18.866,16.344,10.742
1981-07-25,0.005,0,0.348,0.36,3.617,8.789,13.917,19.045,16.481,10.31
1981-07-26,0.007,0,0.348,0.338,3.803,8.173,13.738,19.304,17.013,10.405
1981-07-27,0.003,0,0.346,0.318,3.962,7.872,14.032,20.191,18.303,10.62
1981-07-28,0.001,0,0.33,0.296,4.078,6.969,13.711,20.453,18.752,10.266
1981-07-29,0.309,0.09,0.326,0.279,4.131,6.731,13.585,20.439,19.032,10.399
1981-07-30,1.164,1.253,0.315,0.275,4.131,6.552,13.379,20.206,19.431,10.085
1981-07-31,0.054,0.001,0.302,0.292,4.262,6.819,13.806,20.794,19.702,9.84
1981-08-01,0.169,0.047,0.296,0.249,4.111,7.641,14.316,20.991,18.982,10.696
1981-08-02,0.002,0,0.286,0.253,4.203,7.562,14.23,20.897,18.174,11.243
1981-08-03,0.006,0,0.281,0.246,4.076,7.607,14.11,20.613,18.203,11.165
1981-08-04,0.01,0,0.278,0.234,3.825,8.392,14.185,19.978,18.04,11.278
1981-08-05,0.088,0.009,0.271,0.223,3.416,8.542,14.197,19.853,16.536,11.561
1981-08-06,0.036,0.001,0.273,0.215,3.81,8.133,14.002,19.87,17.109,11.502
1981-08-07,0.153,0.05,0.279,0.211,3.602,6.224,13.176,20.128,17.258,11.17
1981-08-08,1.133,1.229,0.253,0.207,3.73,7.066,13.634,20.202,17.095,11.569
1981-08-09,0.356,0.093,0.26,0.214,3.355,10.332,14.649,18.967,15.536,12.389
1981-08-10,0.792,0.334,0.318,0.23,3.423,10.55,14.406,18.262,15.499,12.047
1981-08-11,3.233,8.437,0.308,0.25,3.143,10.413,14.425,18.438,16.152,11.886
1981-08-12,0.815,1.176,0.428,0.29,3.694,8.863,14.351,19.84,16.739,11.599
1981-08-13,0.344,0.214,0.367,0.325,4.063,11.961,16.291,20.621,16.559,11.951
1981-08-14,0.073,0.005,0.292,0.344,4.212,10.437,15.307,20.177,17.016,12.124
1981-08-15,0.157,0.039,0.26,0.339,3.642,9.807,14.357,18.906,15.645,12
1981-08-16,0.422,0.46,0.239,0.323,3.781,8.877,14.159,19.442,18.758,11.647
1981-08-17,0.092,0.007,0.269,0.303,3.893,8.179,13.887,19.594,18.727,11.301
1981-08-18,0.219,0.102,0.276,0.288,3.546,8.724,13.844,18.964,13.999,12.037
1981-08-19,0.032,0.001,0.283,0.269,3.791,9.138,13.75,18.363,15.577,12.188
1981-08-20,0.124,0.01,0.258,0.249,3.85,9.649,14.209,18.768,15.506,12.023
1981-08-21,0.002,0,0.249,0.23,3.867,7.778,13.769,19.759,17.207,11.444
1981-08-22,0.14,0.042,0.242,0.216,3.949,7.278,14.057,20.836,18.44,11.791
1981-08-23,0.037,0.001,0.23,0.208,3.406,7.262,13.381,19.499,16.66,11.71
1981-08-24,0.035,0.001,0.224,0.197,3.675,8.289,13.758,19.227,17.375,11.632
1981-08-25,0.113,0.009,0.216,0.189,3.478,8.04,13.503,18.966,17.415,11.641
1981-08-26,0.087,0.007,0.212,0.182,3.448,8.395,13.608,18.821,17.852,11.674
1981-08-27,0.099,0.012,0.195,0.178,3.87,9.211,14.537,19.864,18.413,11.674
1981-08-28,1.613,2.536,0.127,0.179,3.192,9.544,14.069,18.594,15.412,11.974
1981-08-29,7.835,24.883,0.212,0.206,3.845,7.417,13.607,19.797,19.027,11.379
1981-08-30,8.616,29.737,0.223,0.303,3.02,7.764,12.97,18.176,16.571,12.258
1981-08-31,4.316,7.883,0.307,0.427,3.368,8.399,13.234,18.069,15.099,12.243
1981-09-01,0.521,0.509,0.388,0.405,3.545,8.055,13.388,18.722,16.142,11.772
1981-09-02,0.036,0.001,0.278,0.439,3.6,7.633,13.032,18.431,17.419,11.559
1981-09-03,1.118,1.414,0.237,0.409,3.043,7.691,12.858,18.025,17.251,11.811
1981-09-04,1.028,0.918,0.212,0.361,3.682,7.411,13.309,19.208,17.253,11.799
1981-09-05,0.847,0.593,0.219,0.325,3.6,9.098,14.242,19.385,16.961,12.051
1981-09-06,0.429,0.214,0.22,0.299,2.943,9.76,14.037,18.314,15.639,12.218
1981-09-07,0.079,0.003,0.212,0.283,3.526,8.503,13.563,18.622,17.411,12.103
1981-09-08,0.754,0.611,0.212,0.265,4.009,8.701,13.883,19.066,19.042,11.6
1981-09-09,0.31,0.112,0.239,0.249,3.646,9.531,14.116,18.702,18.092,12
1981-09-10,5.7,42.218,0.212,0.239,3.953,8.572,14.329,20.085,19.065,11.669
1981-09-11,0.017,0,0.234,0.259,3.473,8.479,13.754,19.028,17.708,11.67
1981-09-12,0.583,0.349,0.212,0.275,3.239,10.077,14.476,18.875,16.538,12.282
1981-09-13,0.197,0.034,0.212,0.264,3.216,9.261,13.808,18.354,16.13,12.672
1981-09-14,0.047,0.001,0.212,0.246,3.901,7.704,13.939,20.173,18.314,11.926
1981-09-15,0.11,0.008,NA,0.228,3.624,10.641,15.095,19.549,18.264,12.2
1981-09-16,0.576,0.374,NA,0.212,3.785,11.067,15.477,19.887,16.408,12.414
1981-09-17,0.962,0.687,NA,0.2,3.434,10.598,15.086,19.573,16.795,12.386
1981-09-18,0.689,0.431,NA,0.198,4.372,9.764,15.135,20.505,18.894,12.092
1981-09-19,0.013,0,NA,0.204,4.25,8.778,14.661,20.545,19.079,11.829
1981-09-20,1.329,2.467,NA,0.206,4.326,9.902,15.359,20.816,19.117,12.003
1981-09-21,0.089,0.005,0.186,0.208,4.213,10.518,15.366,20.215,18.267,12.312
1981-09-22,0.089,0.005,0.179,0.21,4.427,9.709,15.143,20.578,18.726,12.168
1981-09-23,0.05,0.001,0.174,0.205,4.347,11.423,15.678,19.934,18.273,12.37
1981-09-24,0.031,0,0.166,0.194,4.387,10.456,15.44,20.424,19.09,12.141
1981-09-25,0.006,0,0.153,0.182,4.387,10.098,15.413,20.728,19.033,12.265
1981-09-26,0.021,0,0.146,0.166,4.764,9.233,15.097,20.96,18.973,12.015
1981-09-27,1.178,1.505,0.146,0.152,4.252,9.245,14.968,20.69,17.353,12.04
1981-09-28,0.341,0.098,0.146,0.152,4.049,9.929,15.041,20.154,18.197,12.086
1981-09-29,1.819,2.926,NA,0.167,4.222,9.154,15.111,21.067,19.123,11.68
1981-09-30,0.047,0.001,NA,0.187,4.16,9.885,15.474,21.064,19.676,11.874
1981-10-01,0.26,0.065,NA,0.172,3.828,10.62,15.188,19.757,19.53,12.126
1981-10-02,1.586,4.493,NA,0.173,4.005,10.282,15.044,19.805,19.248,12.028
1981-10-03,0.836,1.046,0.155,0.175,4.251,8.773,15.008,21.243,20.751,11.707
1981-10-04,0.723,0.776,0.155,0.186,4.032,8.563,14.611,20.66,19.678,12.221
1981-10-05,0.228,0.074,0.166,0.194,3.687,9.951,15.136,20.321,17.994,12.33
1981-10-06,0.016,0,0.173,0.196,4.214,9.349,15.123,20.897,19.785,12.208
1981-10-07,1.544,4.06,0.17,0.189,4.3,8.754,14.796,20.838,21.07,12.588
1981-10-08,5.314,15.635,0.168,0.186,3.459,10.529,15.216,19.902,16.651,12.363
1981-10-09,9.436,44.276,0.148,0.217,2.59,10.776,13.94,17.105,10.318,12.696
1981-10-10,11.953,44.929,0.158,0.319,3.507,9.481,14.427,19.373,16.614,12.371
1981-10-11,3.115,10.491,0.264,0.534,3.98,9.224,14.905,20.585,19.519,12.477
1981-10-12,7.481,15.471,0.195,0.732,3.902,8.823,14.98,21.136,19.707,12.473
1981-10-13,13.578,161.557,0.225,0.895,3.194,9.804,14.5,19.195,18.16,12.197
1981-10-14,12.543,79.892,0.286,1.155,2.733,10.657,15.024,19.39,14.848,12.491
1981-10-15,7.726,31.872,0.343,1.593,2.953,10.637,15.289,19.941,16.549,13.018
1981-10-16,7.264,23.446,0.42,1.85,2.616,9.565,14.229,18.893,16.216,13.197
1981-10-17,6.43,18.76,0.789,1.968,3.316,10.6,14.706,18.811,15.374,13.52
1981-10-18,2.43,4.082,0.583,1.96,2.789,10.418,14.117,17.816,14.947,13.052
1981-10-19,6.82,33.835,0.704,1.84,3.377,10.314,14.672,19.031,17.047,12.784
1981-10-20,13.321,136.546,0.511,1.745,2.621,10.66,14.107,17.555,17.412,13.323
1981-10-21,3.091,8.518,0.766,1.903,3.048,10.145,14.312,18.479,17.812,12.66
1981-10-22,4.222,23.332,0.675,2.007,3.313,10.477,14.593,18.71,16.748,12.992
1981-10-23,8.176,56.615,0.557,1.949,3.597,11.387,15.101,18.816,17.882,13.427
1981-10-24,12.003,34.385,0.973,1.855,2.989,10.862,14.563,18.264,14.245,13.453
