date,prec,prec_var,flow_obs,flow_sim,pet,tmin,tmean,tmax,srad,vprp
1981-12-10,0.282,0.123,0.14,0.063,3.636,8.223,13.165,18.106,19.882,10.459
1981-12-11,2.49,4.186,0.167,0.07,3.449,8.171,12.99,17.808,18.888,10.226
1981-12-12,3.796,8.82,0.154,0.075,3.34,8.203,13.527,18.85,18.023,10.004
1981-12-13,5.324,18.521,0.129,0.087,2.792,8.566,13.231,17.897,12.797,10.664
1981-12-14,5.602,17.34,0.167,0.114,3.007,8.115,13.078,18.041,18.083,10.309
1981-12-15,5.052,16.411,0.684,0.155,2.503,7.671,12.443,17.215,16.328,9.871
1981-12-16,5.381,29.008,1.693,0.228,2.755,7.311,12.362,17.413,16.684,9.633
1981-12-17,1.533,2.631,1.105,0.392,2.919,7.722,12.524,17.325,17.491,9.497
1981-12-18,0.862,0.64,1.079,0.538,3.078,8.431,12.853,17.275,18.246,9.622
1981-12-19,2.248,4.925,0.849,0.573,3.31,7.764,12.754,17.744,21.252,9.275
1981-12-20,1.143,1.363,0.659,0.517,3.438,7.261,12.692,18.124,23.65,8.464
1981-12-21,1.085,1.682,0.566,0.381,3.312,7.477,13.003,18.529,19.532,8.883
1981-12-22,1.364,1.167,0.457,0.271,3.106,7.71,12.705,17.699,17.312,9.729
1981-12-23,2.069,2.836,0.479,0.207,3.155,7.209,12.38,17.551,17.371,9.515
1981-12-24,2.036,2.796,0.479,0.178,3.477,7.611,12.531,17.452,17.396,9.353
1981-12-25,1.745,2.239,0.435,0.168,3.159,7.637,12.705,17.773,16.955,9.658
1981-12-26,5.007,11.18,0.391,0.167,3.776,7.146,12.556,17.966,17.403,9.197
1981-12-27,9.67,68.011,0.457,0.172,3.465,7.849,12.937,18.026,19.245,9.325
1981-12-28,7.857,50.978,0.779,0.241,3.289,8.705,13.588,18.472,14.546,10.392
1981-12-29,3.354,12.047,2.035,0.606,2.982,8.428,13.199,17.97,15.029,10.323
1981-12-30,1.729,1.645,2.645,0.947,3.787,6.692,12.771,18.85,22.555,8.821
1981-12-31,0.44,0.284,2.035,1.105,3.815,7.167,13.006,18.844,23.855,8.497
